Result of replaying M2.tpn on Process 13 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
195,"instance_354",1,Yes,"14,00","2.305,00","2.035,00","16,00","0,53","0,56","17,00","0,60",[M-REAL]A|[M-REAL]C|[M-REAL]T|[L/M]AD|[L]W+complete|[L/M]V|[L]AA+complete|[L/M]Z|[L/M]AE|[L/M]Y|[L/M]AB|[M-REAL]W|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[L]AD+complete|[L]T+complete|[L]C+complete|[L]AF+complete|[L]A+complete|[L/M]U|[L/M]D|[L/M]B|[L]AE+complete
196,"instance_473",1,Yes,"13,00","3.384,00","3.282,00","16,00","0,62","0,58","16,00","0,59",[M-REAL]A|[L]I+complete|[L/M]C|[L/M]E|[L/M]G|[L]M+complete|[L/M]J|[L/M]L|[L/M]Q|[L]B+complete|[L]A+complete|[L]F+complete|[L/M]O|[M-REAL]K|[M-REAL]I|[L/M]H|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[M-REAL]B|[L]K+complete
197,"instance_258",1,Yes,"13,00","3.531,00","3.436,00","16,00","0,62","0,58","16,00","0,59",[L/M]A|[L/M]C|[M-REAL]E|[L]D+complete|[L]F+complete|[L/M]L|[L]J+complete|[L/M]Q|[L/M]G|[L/M]I|[L/M]R|[L]H+complete|[L/M]K|[L]M+complete|[L/M]O|[M-REAL]J|[M-REAL]M|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L]E+complete|[L/M]B
198,"instance_195",1,Yes,"14,00","2.653,00","2.416,00","16,00","0,53","0,56","17,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]T|[L]AF+complete|[L]W+complete|[L/M]Z|[L]B+complete|[L]AE+complete|[L/M]V|[L/M]AC|[L/M]AD|[L]T+complete|[L/M]AA|[L]AD+complete|[L/M]X|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L]C+complete|[L/M]U|[L/M]D|[M-REAL]B|[L]AE+complete
199,"instance_115",1,Yes,"11,00","2.137,00","1.929,00","13,00","0,71","0,66","17,00","0,67",[L/M]A|[M-REAL]C|[L]AE+complete|[L]B+complete|[L/M]T|[L/M]AD|[L/M]V|[L/M]Z|[L]D+complete|[L/M]AB|[L/M]AE|[L/M]AA|[L]U+complete|[L/M]AF|[L/M]AD|[L/M]X|[L/M]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B|[L]C+complete
200,"instance_168",1,Yes,"8,00","1.889,00","1.560,00","16,00","0,75","0,77","20,00","0,83",[L/M]A|[L/M]C|[L/M]T|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]Z|[L]AE+complete|[L/M]AD|[M-REAL]V|[L]U+complete|[L]AD+complete|[L/M]X|[L/M]AB|[L/M]AE|[L/M]W|[L]AF+complete|[L]V+complete|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[L/M]B
201,"instance_291",1,Yes,"11,00","2.842,00","2.532,00","301,00","0,69","0,65","16,00","0,65",[M-REAL]A|[M-REAL]C|[L]F+complete|[L]D+complete|[L/M]E|[L/M]Q|[L/M]G|[L/M]R|[L/M]K|[L/M]L|[L/M]I|[L]B+complete|[L/M]N|[L/M]M|[L]C+complete|[L/M]J|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]A+complete
202,"instance_72",1,Yes,"11,00","3.312,00","3.123,00","15,00","0,69","0,65","16,00","0,65",[L]N+complete|[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]D+complete|[L]R+complete|[L/M]L|[L/M]J|[L/M]I|[L/M]Q|[M-REAL]N|[L]B+complete|[L/M]M|[M-REAL]K|[L/M]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[M-REAL]B|[L]K+complete
203,"instance_174",1,Yes,"15,00","2.958,00","2.753,00","53,00","0,50","0,48","14,00","0,47",[L]Z+complete|[L]B+complete|[L]T+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[L/M]V|[L/M]AD|[L/M]AE|[L]C+complete|[L/M]Y|[L/M]W|[M-REAL]Z|[L]D+complete|[L]U+complete|[L]AA+complete|[L/M]AC|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[M-REAL]U|[M-REAL]D|[M-REAL]B
204,"instance_179",1,Yes,"11,00","3.363,00","3.246,00","32,00","0,69","0,65","16,00","0,65",[L/M]A|[L/M]C|[L/M]E|[L/M]Q|[L/M]G|[L]M+complete|[L/M]L|[L]D+complete|[L]H+complete|[L]B+complete|[L/M]N|[L/M]R|[L/M]J|[L]F+complete|[L/M]K|[L/M]I|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B
205,"instance_68",1,Yes,"15,00","2.701,00","2.522,00","15,00","0,50","0,48","14,00","0,47",[L/M]A|[M-REAL]C|[M-REAL]T|[L]D+complete|[L]AE+complete|[L]W+complete|[L/M]AD|[L/M]V|[L]T+complete|[L/M]Y|[M-REAL]Z|[L/M]AB|[L]B+complete|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L]Z+complete|[L/M]U|[M-REAL]D|[M-REAL]B|[L]C+complete
206,"instance_178",1,Yes,"15,00","2.849,00","2.630,00","16,00","0,50","0,48","14,00","0,47",[L]V+complete|[L]B+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[L/M]Z|[L]W+complete|[L]AE+complete|[L/M]AC|[L/M]AD|[M-REAL]V|[L/M]Y|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L]C+complete|[L]D+complete|[L/M]U|[M-REAL]D|[M-REAL]B|[L]T+complete
207,"instance_69",1,Yes,"15,00","2.700,00","2.518,00","32,00","0,50","0,48","14,00","0,47",[L]D+complete|[L]B+complete|[L/M]A|[M-REAL]C|[L]AD+complete|[L/M]T|[L/M]Z|[M-REAL]AD|[L/M]AE|[L/M]AB|[L]W+complete|[L]Y+complete|[L/M]V|[L]U+complete|[L/M]AA|[M-REAL]X|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B|[L]C+complete
208,"instance_283",1,Yes,"15,00","2.965,00","2.776,00","16,00","0,50","0,48","14,00","0,47",[L/M]A|[M-REAL]C|[M-REAL]T|[L]Y+complete|[L]AE+complete|[L/M]Z|[L/M]AD|[L]U+complete|[L/M]AB|[L]C+complete|[L]T+complete|[L]B+complete|[L/M]AA|[L/M]V|[M-REAL]X|[L]D+complete|[L/M]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
209,"instance_286",1,Yes,"11,00","3.273,00","3.025,00","35,00","0,69","0,65","16,00","0,65",[L/M]A|[L]J+complete|[L/M]C|[M-REAL]E|[L]D+complete|[L/M]G|[L]F+complete|[L/M]L|[L/M]K|[L/M]Q|[L/M]I|[L/M]R|[M-REAL]J|[L/M]H|[L]M+complete|[L/M]N|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[M-REAL]D|[L]E+complete|[L/M]B
210,"instance_83",1,Yes,"9,00","1.934,00","1.530,00","22,00","0,76","0,72","17,00","0,72",[L/M]A|[L]X+complete|[L/M]C|[L]B+complete|[L]AA+complete|[L]AE+complete|[L/M]T|[L/M]V|[L/M]Z|[L/M]AB|[M-REAL]X|[L/M]W|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L/M]U|[L/M]D|[M-REAL]B
211,"instance_273",1,Yes,"12,00","2.274,00","2.036,00","16,00","0,59","0,62","17,00","0,67",[M-REAL]A|[L]AE+complete|[L/M]C|[L/M]T|[L/M]V|[L/M]Z|[L/M]AB|[L/M]Y|[L/M]AD|[L]A+complete|[L]D+complete|[L/M]AA|[L]B+complete|[L]AD+complete|[L]AF+complete|[L]U+complete|[L/M]W|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
212,"instance_277",1,Yes,"9,00","1.723,00","1.487,00","15,00","0,76","0,72","17,00","0,72",[L/M]A|[M-REAL]C|[L]U+complete|[L/M]T|[L/M]AD|[L/M]V|[L/M]AE|[L/M]AF|[L/M]Z|[L]AA+complete|[L/M]X|[L/M]W|[L/M]AD|[L/M]AC|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]B+complete|[L/M]D|[M-REAL]B|[L]C+complete
213,"instance_150",1,Yes,"9,00","1.980,00","1.668,00","16,00","0,76","0,72","17,00","0,72",[L/M]A|[L]AD+complete|[L/M]C|[L/M]T|[L/M]V|[L/M]Z|[L/M]Y|[L/M]AB|[M-REAL]AD|[L/M]AE|[L]B+complete|[L]AE+complete|[L/M]W|[L/M]AF|[L/M]AA|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L]D+complete|[L/M]U|[M-REAL]D|[M-REAL]B
214,"instance_49",1,Yes,"12,00","2.242,00","2.000,00","16,00","0,59","0,62","17,00","0,67",[L/M]A|[M-REAL]C|[M-REAL]T|[L]AA+complete|[L]AE+complete|[L/M]V|[L/M]AD|[L/M]Z|[L/M]Y|[L]B+complete|[L]AD+complete|[L/M]AE|[L/M]W|[L]T+complete|[L]AF+complete|[L/M]AB|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[L]C+complete|[L/M]U|[L/M]D|[M-REAL]B
215,"instance_90",1,Yes,"11,00","2.931,00","2.485,00","15,00","0,69","0,65","16,00","0,65",[L]H+complete|[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]L|[L/M]N|[L/M]G|[L]E+complete|[L/M]Q|[L]F+complete|[L/M]M|[L]L+complete|[L/M]K|[L/M]I|[L/M]J|[L]C+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L/M]D|[L/M]B
216,"instance_379",1,Yes,"11,00","2.903,00","2.557,00","22,00","0,69","0,65","16,00","0,65",[L/M]A|[M-REAL]C|[M-REAL]E|[L]K+complete|[L]D+complete|[L/M]G|[L/M]Q|[L]O+complete|[L/M]J|[L/M]L|[L/M]I|[L/M]R|[M-REAL]N|[L]C+complete|[L/M]M|[M-REAL]K|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L]E+complete|[L/M]B
217,"instance_494",1,Yes,"15,00","2.684,00","2.470,00","15,00","0,50","0,48","14,00","0,47",[L]Z+complete|[L]B+complete|[L]T+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[M-REAL]Z|[L]AA+complete|[L]AE+complete|[L/M]AC|[L/M]AD|[L]X+complete|[L/M]V|[M-REAL]X|[L/M]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L/M]U|[L/M]D|[M-REAL]B|[L]C+complete
218,"instance_139",1,Yes,"5,00","997,00","511,00","0,00","0,89","0,85","19,00","0,85",[L]O+complete|[L/M]A|[M-REAL]C|[L/M]E|[L/M]G|[L/M]Q|[L/M]L|[L/M]K|[L/M]R|[M-REAL]N|[L/M]M|[L/M]S|[L/M]J|[L]C+complete|[L/M]I|[L/M]Q|[L/M]H|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[L/M]B
219,"instance_6",1,Yes,"9,00","1.866,00","1.470,00","0,00","0,76","0,72","17,00","0,72",[L/M]A|[L]Y+complete|[L/M]C|[M-REAL]T|[L]D+complete|[L]AE+complete|[L/M]V|[L/M]Z|[L/M]AB|[L/M]AD|[L/M]AA|[M-REAL]X|[L/M]W|[M-REAL]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[M-REAL]D|[L]T+complete|[L/M]B
220,"instance_131",1,Yes,"12,00","2.263,00","2.022,00","15,00","0,59","0,62","17,00","0,67",[L/M]A|[M-REAL]C|[L]AF+complete|[L/M]T|[L]AE+complete|[L/M]V|[L/M]AD|[M-REAL]Z|[L]AD+complete|[L]U+complete|[L/M]AB|[L/M]AE|[L]W+complete|[L/M]AA|[L]Z+complete|[L]C+complete|[L/M]Y|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[L/M]B
221,"instance_38",1,Yes,"11,00","3.093,00","2.698,00","16,00","0,69","0,65","16,00","0,65",[L/M]A|[M-REAL]C|[L]L+complete|[L/M]E|[M-REAL]L|[L]D+complete|[L/M]O|[L]B+complete|[L/M]G|[L]C+complete|[L/M]J|[L/M]M|[L/M]I|[L/M]Q|[L/M]R|[M-REAL]K|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[M-REAL]B|[L]K+complete
222,"instance_128",1,Yes,"12,00","2.651,00","2.453,00","0,00","0,59","0,62","17,00","0,67",[L/M]A|[L/M]C|[L/M]T|[L]Y+complete|[L]AA+complete|[L]U+complete|[L/M]AD|[L/M]V|[L/M]Z|[M-REAL]X|[L]D+complete|[L]AD+complete|[L/M]W|[L]AF+complete|[L/M]AE|[L]AE+complete|[L/M]AB|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[M-REAL]U|[M-REAL]D|[L/M]B
223,"instance_387",1,Yes,"9,00","2.042,00","1.776,00","16,00","0,76","0,72","17,00","0,72",[L/M]A|[L/M]C|[L]U+complete|[L/M]T|[L]AB+complete|[L]Y+complete|[L/M]AD|[L/M]Z|[L]B+complete|[L/M]AE|[L/M]V|[L/M]AF|[M-REAL]X|[L/M]W|[M-REAL]AB|[L/M]AA|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[M-REAL]B
224,"instance_365",1,Yes,"12,00","2.476,00","2.140,00","0,00","0,59","0,62","17,00","0,67",[L]T+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[L/M]V|[L/M]Z|[L]AF+complete|[L]C+complete|[L]AE+complete|[L]U+complete|[L/M]AD|[L/M]AB|[L]W+complete|[L/M]AE|[L/M]AA|[L]AD+complete|[L/M]X|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]U|[L/M]D|[L/M]B
225,"instance_465",1,Yes,"8,00","1.883,00","1.248,00","0,00","0,74","0,76","19,00","0,82",[L/M]A|[M-REAL]C|[L]H+complete|[L]Q+complete|[L/M]E|[L/M]L|[L/M]G|[L/M]K|[L]S+complete|[L/M]J|[L/M]O|[L/M]M|[L]R+complete|[L/M]I|[L]C+complete|[L/M]Q|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[L/M]B
226,"instance_427",1,Yes,"9,00","2.057,00","1.770,00","10,00","0,76","0,72","17,00","0,72",[L/M]A|[L/M]C|[L/M]T|[L/M]V|[M-REAL]AD|[L/M]AE|[L]AB+complete|[L/M]Y|[L/M]AF|[L/M]W|[L]U+complete|[L/M]Z|[L/M]AD|[L]B+complete|[L/M]AE|[M-REAL]AB|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[M-REAL]B|[L]AD+complete
227,"instance_393",1,Yes,"15,00","2.851,00","2.643,00","16,00","0,50","0,48","14,00","0,47",[L/M]A|[M-REAL]C|[M-REAL]T|[L]B+complete|[L]Y+complete|[L/M]AD|[L/M]V|[M-REAL]Z|[L/M]AC|[L]T+complete|[L/M]AA|[M-REAL]X|[L]Z+complete|[L]D+complete|[L]C+complete|[L/M]W|[L]U+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
228,"instance_151",1,Yes,"5,00","2.119,00","1.484,00","0,00","0,89","0,85","19,00","0,85",[L/M]A|[L/M]C|[L/M]E|[L/M]Q|[L/M]L|[L/M]G|[L]M+complete|[L/M]N|[L/M]J|[L/M]K|[L/M]R|[L]H+complete|[L/M]S|[L/M]Q|[L/M]R|[L/M]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]M|[L/M]F|[L/M]D|[L/M]B
229,"instance_44",1,Yes,"11,00","3.074,00","2.777,00","16,00","0,69","0,65","16,00","0,65",[L/M]A|[M-REAL]C|[L]R+complete|[L]F+complete|[L/M]E|[L/M]G|[L/M]L|[L/M]N|[L]D+complete|[L]H+complete|[L/M]K|[L/M]M|[L/M]I|[L/M]Q|[L]C+complete|[L/M]J|[M-REAL]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L/M]B
230,"instance_197",1,Yes,"8,00","3.069,00","2.611,00","31,00","0,74","0,76","19,00","0,82",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]L|[L/M]K|[L]R+complete|[L/M]Q|[L/M]J|[L]H+complete|[L]Q+complete|[L]D+complete|[L/M]P|[L/M]M|[L/M]R|[L/M]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L]S+complete|[L/M]F|[M-REAL]D|[L/M]B
231,"instance_376",1,Yes,"11,00","3.124,00","2.872,00","15,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L/M]C|[L]K+complete|[L]H+complete|[L/M]E|[L/M]L|[L/M]G|[L]B+complete|[L/M]Q|[L/M]I|[L/M]O|[L/M]R|[L/M]M|[M-REAL]J|[M-REAL]K|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L]A+complete|[L/M]F|[L/M]D|[M-REAL]B|[L]J+complete
232,"instance_215",1,Yes,"11,00","3.112,00","2.886,00","15,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]E|[L/M]G|[L/M]L|[L/M]I|[L]F+complete|[L/M]J|[L/M]O|[L/M]M|[L]R+complete|[L]H+complete|[L/M]K|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L/M]B|[L]A+complete
233,"instance_109",1,Yes,"15,00","3.004,00","2.848,00","118,00","0,50","0,48","14,00","0,47",[L/M]A|[L]T+complete|[L]W+complete|[L]D+complete|[L/M]C|[M-REAL]T|[M-REAL]AD|[L]U+complete|[L]Y+complete|[L/M]AE|[M-REAL]Z|[L/M]AB|[L/M]AA|[L]Z+complete|[L/M]V|[M-REAL]X|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L/M]B|[L]AD+complete
234,"instance_200",1,Yes,"11,00","3.336,00","3.163,00","21,00","0,69","0,65","16,00","0,65",[L/M]A|[L]H+complete|[L/M]C|[L/M]E|[M-REAL]Q|[L/M]R|[L/M]G|[L/M]K|[L]P+complete|[L/M]I|[L]B+complete|[L/M]L|[M-REAL]N|[L/M]M|[M-REAL]J|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L/M]F|[L]Q+complete|[L/M]D|[M-REAL]B|[L]J+complete
235,"instance_106",1,Yes,"3,00","502,00","282,00","0,00","0,95","0,91","20,00","0,90",[L/M]A|[L/M]C|[L/M]T|[L/M]Z|[L/M]AD|[L/M]V|[L]AF+complete|[L/M]Y|[L/M]AE|[L/M]W|[L/M]AB|[L/M]AA|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
236,"instance_341",1,Yes,"11,00","3.324,00","3.134,00","38,00","0,69","0,65","16,00","0,65",[L/M]A|[L]D+complete|[L/M]C|[L]J+complete|[L/M]E|[L/M]L|[L/M]Q|[L/M]R|[L/M]O|[L]K+complete|[L/M]M|[L/M]G|[M-REAL]I|[M-REAL]K|[M-REAL]J|[L]F+complete|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L/M]B|[L]I+complete
237,"instance_320",1,Yes,"11,00","2.482,00","2.096,00","15,00","0,69","0,65","16,00","0,65",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]M+complete|[L]I+complete|[L/M]G|[L/M]L|[L/M]K|[L/M]Q|[L/M]J|[L/M]P|[L/M]R|[M-REAL]I|[L]E+complete|[L]A+complete|[L/M]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[L]C+complete|[L/M]F|[L/M]D|[L/M]B
238,"instance_342",1,Yes,"15,00","2.677,00","2.510,00","16,00","0,50","0,48","14,00","0,47",[M-REAL]A|[L]AB+complete|[L/M]C|[M-REAL]T|[L]AA+complete|[L]W+complete|[L/M]AD|[L]D+complete|[L]A+complete|[L/M]V|[L]T+complete|[L/M]AE|[L/M]Z|[L]U+complete|[L/M]Y|[M-REAL]AB|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[M-REAL]U|[M-REAL]D|[L/M]B
239,"instance_461",1,Yes,"11,00","2.760,00","2.382,00","20,00","0,69","0,65","16,00","0,65",[L/M]A|[M-REAL]C|[M-REAL]E|[L]R+complete|[L]P+complete|[L/M]Q|[L]K+complete|[L/M]G|[L/M]L|[L]C+complete|[L/M]I|[L/M]J|[M-REAL]N|[L]E+complete|[L/M]M|[M-REAL]K|[L/M]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[L/M]B
240,"instance_347",1,Yes,"3,00","661,00","427,00","0,00","0,95","0,91","20,00","0,90",[L/M]A|[L/M]C|[L/M]T|[L/M]V|[L/M]Z|[L/M]AD|[L/M]AC|[L/M]Y|[L/M]AE|[L/M]W|[L/M]AA|[L/M]AF|[L/M]AD|[L/M]AE|[L]AD+complete|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
241,"instance_468",1,Yes,"11,00","3.144,00","2.934,00","31,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]E|[L/M]G|[L/M]K|[L]P+complete|[L/M]J|[L/M]Q|[L/M]L|[L]F+complete|[L/M]I|[L]A+complete|[L/M]R|[M-REAL]N|[L/M]M|[L]B+complete|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B
242,"instance_464",1,Yes,"11,00","3.101,00","2.825,00","16,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L]J+complete|[L/M]C|[L]H+complete|[L/M]E|[L/M]G|[L/M]L|[L/M]O|[L/M]Q|[L]A+complete|[L]D+complete|[L/M]R|[L/M]K|[L]F+complete|[L/M]M|[L/M]I|[M-REAL]J|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L/M]B
243,"instance_10",1,Yes,"11,00","3.261,00","2.990,00","32,00","0,69","0,65","16,00","0,65",[L/M]A|[L/M]C|[M-REAL]E|[L/M]L|[L/M]P|[L]E+complete|[L/M]M|[M-REAL]G|[L/M]K|[L]D+complete|[L/M]J|[M-REAL]I|[L]R+complete|[L/M]H|[L]G+complete|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L]I+complete|[L/M]B
244,"instance_431",1,Yes,"12,00","2.038,00","1.719,00","15,00","0,59","0,62","17,00","0,67",[M-REAL]A|[L]Y+complete|[L]Z+complete|[L]AD+complete|[L/M]C|[L/M]T|[L]AF+complete|[L/M]V|[M-REAL]Z|[L]AE+complete|[L]A+complete|[L/M]AB|[M-REAL]X|[L/M]W|[L]AE+complete|[L/M]AD|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
245,"instance_337",1,Yes,"9,00","1.650,00","1.382,00","16,00","0,76","0,72","17,00","0,72",[M-REAL]A|[L/M]C|[L/M]T|[L]AE+complete|[L/M]V|[L/M]Y|[L/M]AD|[L]B+complete|[L/M]W|[L/M]AE|[M-REAL]Z|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L]A+complete|[L/M]U|[L/M]D|[M-REAL]B|[L]Z+complete
246,"instance_408",1,Yes,"5,00","1.563,00","1.007,00","16,00","0,89","0,85","19,00","0,85",[L/M]A|[L/M]C|[L/M]E|[L]B+complete|[L/M]G|[L/M]K|[L/M]L|[L/M]P|[L/M]J|[L/M]I|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]M|[L/M]Q|[L/M]H|[L]Q+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B
247,"instance_405",1,Yes,"12,00","2.606,00","2.379,00","15,00","0,59","0,62","17,00","0,67",[L/M]A|[L/M]C|[M-REAL]T|[L]AF+complete|[L/M]V|[L/M]X|[L/M]Z|[L/M]W|[L/M]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]AE+complete|[L/M]D|[L/M]B|[L]T+complete|[L]AD+complete|[L]AD+complete|[L]U+complete|[L]AA+complete
248,"instance_268",1,Yes,"15,00","2.698,00","2.464,00","16,00","0,50","0,48","14,00","0,47",[M-REAL]A|[M-REAL]C|[L]V+complete|[L]D+complete|[L/M]T|[M-REAL]V|[L]B+complete|[L/M]Y|[L]A+complete|[L/M]AD|[L/M]AE|[L]AB+complete|[L]U+complete|[L/M]Z|[L/M]W|[M-REAL]AB|[L]C+complete|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
249,"instance_363",1,Yes,"11,00","2.826,00","2.391,00","16,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L]E+complete|[L/M]C|[M-REAL]E|[L]H+complete|[L]R+complete|[L/M]Q|[L/M]L|[L]A+complete|[L/M]G|[L/M]K|[L/M]O|[L/M]J|[L/M]I|[L/M]M|[M-REAL]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L]D+complete|[L/M]F|[M-REAL]D|[L/M]B
250,"instance_300",1,Yes,"11,00","3.124,00","2.885,00","16,00","0,69","0,65","16,00","0,65",[M-REAL]A|[L]M+complete|[L/M]C|[L/M]E|[L]B+complete|[L/M]G|[L]F+complete|[L/M]Q|[L/M]R|[L/M]K|[L/M]J|[L/M]I|[L/M]L|[L/M]N|[L]A+complete|[L]D+complete|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[M-REAL]D|[M-REAL]B
251,"instance_425",1,Yes,"12,00","2.260,00","2.011,00","15,00","0,59","0,62","17,00","0,67",[L/M]A|[M-REAL]C|[L]AF+complete|[L]AA+complete|[L/M]T|[L]AB+complete|[L/M]Z|[L/M]V|[L]AE+complete|[L]U+complete|[L/M]AD|[L/M]Y|[L/M]W|[L]C+complete|[L/M]AE|[M-REAL]AB|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[M-REAL]U|[L]AD+complete|[L/M]D|[L/M]B
